iter	Passed	Remaining
1871	943	1575
1872	943	1575
1873	943	1574
1874	944	1574
1875	944	1573
1876	945	1572
1877	945	1572
1878	946	1571
1879	946	1571
1880	947	1570
1881	947	1570
1882	948	1569
1883	948	1569
1884	949	1568
1885	949	1568
1886	950	1567
1887	950	1567
1888	951	1567
1889	951	1566
1890	952	1565
1891	952	1565
1892	953	1564
1893	953	1564
1894	954	1563
1895	954	1563
1896	955	1562
1897	955	1562
1898	956	1561
1899	956	1561
1900	957	1560
1901	957	1560
1902	958	1559
1903	958	1558
1904	959	1558
1905	959	1557
1906	959	1557
1907	960	1556
1908	960	1555
1909	961	1555
1910	961	1554
1911	962	1554
1912	962	1553
1913	963	1553
1914	963	1552
1915	964	1552
1916	964	1551
1917	965	1551
1918	965	1550
1919	966	1550
1920	966	1549
1921	967	1549
1922	967	1548
1923	968	1548
1924	968	1547
1925	969	1546
1926	969	1546
1927	970	1545
1928	970	1545
1929	971	1544
1930	971	1544
1931	971	1543
1932	972	1543
1933	973	1542
1934	973	1542
1935	974	1541
1936	974	1541
1937	975	1540
1938	975	1540
1939	976	1539
1940	976	1539
1941	977	1538
1942	977	1538
1943	978	1537
1944	978	1536
1945	978	1536
1946	979	1535
1947	979	1535
1948	980	1534
1949	980	1534
1950	981	1533
1951	981	1532
1952	982	1532
1953	982	1531
1954	983	1531
1955	983	1530
1956	984	1530
1957	984	1529
1958	985	1529
1959	985	1528
1960	985	1527
1961	986	1527
1962	986	1526
1963	987	1526
1964	988	1526
1965	988	1525
1966	989	1525
1967	989	1524
1968	990	1524
1969	990	1523
1970	991	1523
1971	991	1522
1972	992	1522
1973	992	1521
1974	993	1521
1975	993	1520
1976	994	1520
1977	994	1520
1978	995	1519
1979	996	1519
1980	996	1518
1981	997	1518
1982	997	1517
1983	998	1517
1984	998	1516
1985	998	1516
1986	999	1515
1987	999	1515
1988	1000	1514
1989	1001	1514
1990	1001	1513
1991	1002	1513
1992	1002	1512
1993	1003	1512
1994	1003	1512
1995	1004	1511
1996	1004	1511
1997	1005	1510
1998	1006	1510
1999	1006	1509
2000	1007	1509
2001	1007	1509
2002	1008	1508
2003	1008	1508
2004	1009	1507
2005	1009	1507
2006	1010	1506
2007	1010	1506
2008	1011	1505
2009	1011	1505
2010	1012	1504
2011	1013	1504
2012	1013	1503
2013	1013	1503
2014	1014	1502
2015	1014	1502
2016	1015	1501
2017	1016	1501
2018	1016	1500
2019	1016	1500
2020	1017	1499
2021	1018	1499
2022	1018	1499
2023	1019	1498
2024	1019	1498
2025	1020	1497
2026	1020	1497
2027	1021	1496
2028	1021	1496
2029	1022	1495
2030	1023	1496
2031	1024	1495
